0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1621590856635098,0.9097426457239569,0.6264572658706694,0.26900236377655584,0.043737171478137965,0.006377600761279491,0.10345620786008339,0.35856777625474323,0.7354335959327595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0546775867106497,0.6418137776394819,-0.9161813517712671,-4.175395034514807,-7.394871072811852,-7.928609331405567,-6.908784705329184,-6.803593466878186,-7.290041993328777,-1.7367552637122294,-1.9381196123262754,1.6228218067343056,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,6.757247375431617,-3.466689423745429,13.910289160609187,-0.6652404772466388,-0.4899930061129927,-1.010675036799205,-1.603613855394563,-1.7162796764526105,-1.4213041305022225,-1.2807428738666313,-1.540749292466714,-1.3548765688270057,-15.620488625125608,-1.3856772337920087,1.9774339249229376,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,5.123875337289259,-4.448391054216165,-4.624241869365592,0.08528369924935736,-0.28066612970365196,-0.2744619772953987,-0.3763058599981417,-0.622373733274108,-0.8465867452982805,-0.6890113519199172,-0.6752855852997891,-1.0644817928748176,-0.8295701366657451,-0.15999925133044485,5.262816265037925,-1.4056143190555779,2.381574594231912,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.7477823193214888,-3.6620244110980615,-3.482785508688693,1.447855595684536,1.3688442763102617,0.5054484165983999,0.15296434508913095,0.15507395669305524,0.09789853138192951,0.06146713199406616,0.25135107180250743,0.30641430123360736,0.2501332922546624,0.8037443766926982,1.6446247913089953,1.2639120060755507,3.788582413424011,-3.952729604730715,0.0,0.0,0.0,0.0
0.0,0.0,0.0,18.913957932755896,-18.208007073213913,0.3767949354696303,0.9592237774852654,0.9147249337674732,0.2983151014727231,0.22534025701546503,0.4479962648869372,0.33069206121788114,0.4152583153024628,0.5450767373152832,0.6822767333390662,1.0700933407781381,1.8889486059317329,2.6691637769203114,2.2517490308497328,1.0936981409874176,12.52237180181029,-12.3511727427991,0.0,0.0,0.0
0.0,0.0,3.175068292784711,-3.677714001801223,-0.3983502289303568,0.21073543529209462,0.261699942675946,-0.08803386519287451,-0.4825899276356145,0.12696233654428257,0.7682034215613869,0.36441826532738686,0.15020175638224786,0.20108663605693078,0.579656767840707,1.3988778042894723,2.1792078993881527,2.537067339650238,2.6339077650141487,2.6960578559375747,6.6968504242981055,-4.362419810541399,0.0,0.0,0.0
0.0,0.0,15.500109606942807,-19.39449395045647,0.49056121082723786,0.2462441045885052,0.15560435819689475,-0.12713326844877046,-0.5200023772023938,0.12800797476138337,0.7584034931316974,0.34731159451087373,-0.08939855271211233,0.02882670848672811,0.6687813148561287,1.5854129130789167,2.1435701977466923,2.146138768651919,2.653847480963722,4.212165790043808,4.392924838329925,10.548091792720495,-7.156753922264265,0.0,0.0
0.0,1.6227690726892543,12.514358853758418,-1.283536078908877,1.2460243911942435,0.6393948424674104,0.5735916166724102,0.30851829527462704,-0.28744481804091276,0.021454307854707727,0.3614994292112301,0.1260501697309026,-0.15562746282917211,0.22870628704130608,0.9269728052221019,1.5710796430526062,1.922100230531825,2.011495329538153,2.7837300341928595,4.964691408415052,5.52718888114249,5.405121392653047,-6.1452465173104285,0.0,0.0
0.0,1.124733743474133,-2.1302080775619574,-0.8200331511798524,1.77549090618247,0.6624141393658679,0.3200459479631897,-0.04364771524636624,-0.45401051085604616,-0.11398622173633918,0.16257867414868332,0.06529281705226664,-0.08549185195264905,0.45216565440266215,0.9679240731149152,1.2667758708527475,1.531626751910031,1.8635890345350923,2.7038895261560576,4.6969679143057235,5.369514865610809,5.51265572699055,2.2918224392853634,0.0,0.0
0.0,0.6325234501051676,-3.2596589472184325,-0.9204254188314791,1.5597349027578553,0.30212572402926613,-0.18660568093958924,-0.4855208979325516,-0.5677167700620869,-0.13891856763483526,0.2394867316161547,0.27329263112529995,0.166290956437545,0.719498884334932,0.9806526185512225,0.9310793629847672,1.0362657628381595,1.5204218995519754,2.4835531273602247,4.209247537589553,5.152050426722866,6.089797154240243,3.4357885085920152,0.0,0.0
0.0,0.19524415573501036,-3.7560473311628826,-0.4176595091557145,1.5085466450291967,0.2884373626331339,0.07499257305906329,-0.26414053445671903,-0.45674718152370886,0.0822277515944077,0.7285954003052657,0.8206923529265753,0.583880932270139,0.875229961831081,0.9322777691363974,0.6786714064383,0.6149309775104266,1.1289568794832752,2.237518088581197,3.911374099005391,5.088394918056588,6.2218034867171985,3.9118816120661952,0.0,0.0
0.0,0.005812146343819205,-1.8287813280419427,1.8028592962045584,2.605337736503003,1.085065493540445,0.593894431544717,0.04557171256890981,-0.24106561422758976,0.4044159720557917,1.2146512759483037,1.2373030239622835,0.8465904979293473,0.8472376040274391,0.7918913319747484,0.5508141263098706,0.42461068402103513,0.8524939414115432,2.0750041928245624,3.967338120724748,5.1489078972246265,4.92458078815246,3.9830590694836006,0.0,0.0
0.0,0.0,-0.18362853625265446,3.34782082425134,2.886427863973636,1.3661989729800836,0.4911955702690699,0.12236939322226566,-0.0255384682857413,0.3710149926309087,0.866027051177013,0.9012777322427987,0.735041320295613,0.73504444504405,0.6760389172078225,0.5450513977743572,0.48232154762999957,0.8506301012068651,2.1570251610112074,4.2353773574993605,5.146189477249763,2.5105069430952924,1.0046317258940318,0.0,0.0
0.0,0.0,0.01619808360923356,1.159170761683678,0.9550200540354956,1.0072288769023683,0.3271146736578724,0.17231509729329536,0.04333875550815862,0.15828025748403074,0.3601736041239523,0.46546771533630205,0.5298138439115739,0.5987499067114374,0.6618822651454626,0.6945514520878658,0.7869425063178471,1.1737263089257284,2.460412712030826,4.0283193114076505,3.47149659663671,0.844675219409389,0.0,0.0,0.0
0.0,0.0,0.0,0.21175263386281143,-0.22858198111543548,0.9876106771583595,0.9325992207299267,0.5293886561903582,0.23604306179695927,0.20484912416978074,0.3323548160364985,0.46498491992077473,0.6117903361954586,0.7418765441301273,0.9214868076191751,1.047809793478625,1.2280399437319076,1.5996683889556174,2.468986591625551,2.8471012986314923,1.3864984822120672,-0.018135736763747225,0.0,0.0,0.0
0.0,0.0,0.0,0.0991856403548583,0.19385393021531983,1.865610860770825,1.5960403058422483,1.309324250655368,0.8527885044497125,0.638898461624151,0.6685706713769852,0.8764803082742191,1.1063805886454874,1.1733780431567489,1.3111350088020441,1.4166362233766134,1.5609830233393294,1.7307226957034931,1.9098555258027416,0.5956537179424497,0.023753991654173565,0.0,0.0,0.0,0.0
